Canonical Flashcard ID,Legacy / Package Card ID,Source Position,Status,Disposition,Program Section,Topic,Workbook Number,Chapter Number,Chapter Title,Card Type,Concept,Prompt,Back,Memory Cue,Assessment Record IDs,Source Master Question IDs,Workbook Route,Error Category,Source Concept,Currency Control,Source Accuracy,Version,Review Date,Output Status,Source Family
CTA-EP-002-FC-0817,FC-LS-010,,Active,NEW-LCSW,License-Specific Module,LCSW/ASW License-Specific Law & Ethics,,4,Unit 4: License-Specific Foundations,License-Specific,Complete ASW Advertising,What five elements must current ASW advertising include?,The full name filed with BBS; the full title “Registered Associate Clinical Social Worker”; the registration number; the employer or volunteer entity; and a statement that the ASW is supervised by a licensed person.,Use the ASW advertising checklist: filed name + full title + registration number + entity + supervised status.,CTA-EP-002-LS-Q010,,Unit 4 | LO-5 | Lesson 4.4,ASW advertising component omitted,"16 CCR section 1811(a)-(b), operative April 1, 2026; BBS Advertising Requirements Fact Sheet and examples.","Advertising rules effective April 1, 2026; mandatory recheck before release.","August 7, 2026",1.0,2026-08-07,Synchronized,LS
CTA-EP-002-FC-0818,FC-LS-011,,Active,NEW-LCSW,License-Specific Module,LCSW/ASW License-Specific Law & Ethics,,4,Unit 4: License-Specific Foundations,License-Specific,Pending Is Not Registered,May a graduate working under the 90-day rule advertise as an ASW before the Board issues a registration number?,"No. Use an accurate pending, unlicensed, and supervised description that does not imply registration or independent licensure, then update the advertising after issuance.",Pending is not registered. Describe the present status accurately and update the record when status changes.,CTA-EP-002-LS-Q011,,Unit 4 | LO-5 | Lesson 3.3 and 4.4,90-day rule treated as title authority,"BPC section 4996.23(b); 16 CCR section 1811; BBS 90-Day Rule, ASW FAQ, and pending-registration advertising guidance.",Advertising guidance revised March 2026; mandatory recheck before release.,"August 7, 2026",1.0,2026-08-07,Synchronized,LS
CTA-EP-002-FC-0819,FC-LS-012,,Active,NEW-LCSW,License-Specific Module,LCSW/ASW License-Specific Law & Ethics,,4,Unit 4: License-Specific Foundations,License-Specific,Employer-Created Advertising Error,What should an ASW do first after discovering that an employer-created profile omits required status information?,"Promptly contain and correct the continuing public misrepresentation. Then communicate with the employer, document the response, assess impact, and repair the process that produced the error.","When public misrepresentation is active and known, contain and correct it before routine policy repair.",CTA-EP-002-LS-Q012,,Unit 4 | LO-5 | Lesson 4.2 and 4.5,employer authorship treated as defense,"16 CCR section 1811; BPC sections 4992.3(g) and 4992.3(q); BBS Advertising Requirements Fact Sheet effective April 1, 2026.","Advertising rules effective April 1, 2026; mandatory recheck before release.","August 7, 2026",1.0,2026-08-07,Synchronized,LS
CTA-EP-002-FC-0820,FC-LS-013,,Active,NEW-LCSW,License-Specific Module,LCSW/ASW License-Specific Law & Ethics,,4,Unit 4: License-Specific Foundations,License-Specific,Telehealth Begins With Present Location,A telehealth client is temporarily in another state. What must be resolved before routine psychotherapy continues?,"Verify the client’s present location and immediate safety, then jurisdictional authority, supervision requirements, available emergency resources, privacy, and a lawful continuity plan.","Telehealth begins with present location and safety, then authority, supervision, privacy, and continuity.",CTA-EP-002-LS-Q013,,Unit 4 | LO-5 | Lesson 4.6,home state treated as current location,"16 CCR section 1815.5(d)-(e), effective January 1, 2026; BPC section 2290.5; law of the jurisdiction where the client is physically located; NASW technology, competence, and continuity standards.","Telehealth regulations effective January 1, 2026; mandatory jurisdiction and source recheck before release.","August 7, 2026",1.0,2026-08-07,Synchronized,LS
CTA-EP-002-FC-0821,FC-LS-014,,Active,NEW-LCSW,License-Specific Module,LCSW/ASW License-Specific Law & Ethics,,5,Unit 5: License-Specific Foundations,License-Specific,Employee or Volunteer - Not Contractor,Can weekly supervision make a 1099 private-practice arrangement lawful for an ASW?,"No. The arrangement must be structured as lawful employee or volunteer service, with all setting, supervision, oversight, and documentation requirements satisfied.",Ask employment or volunteer first; supervision is necessary but does not repair an independent-contractor structure.,CTA-EP-002-LS-Q014,,Unit 5 | LO-6 | Lesson 5.1 and 5.3,supervision treated as cure-all,"BPC section 4996.23.2(a)-(c) (employee/volunteer status, private-practice timing, and acceptable settings); BBS ASW FAQ.",Current employment/volunteer rule; recheck before release.,"August 7, 2026",1.0,2026-08-07,Synchronized,LS
CTA-EP-002-FC-0822,FC-LS-015,,Active,NEW-LCSW,License-Specific Module,LCSW/ASW License-Specific Law & Ethics,,5,Unit 5: License-Specific Foundations,License-Specific,No Direct Client Remuneration,May an ASW temporarily accept direct client payments when the employer’s billing system fails?,No. Stop the direct-payment arrangement and coordinate a lawful employer-based billing and continuity plan that does not require the ASW to receive client remuneration.,"When a known payment structure is prohibited, stop it first and then build lawful continuity.",CTA-EP-002-LS-Q015,,Unit 5 | LO-6 | Lesson 5.7,continuity used to excuse direct payment,BPC section 4996.23.2(h)-(i) (no remuneration directly from clients; employer payment and proprietary-interest limits).,Current payment rule; recheck statutory text before release.,"August 7, 2026",1.0,2026-08-07,Synchronized,LS
CTA-EP-002-FC-0823,FC-LS-016,,Active,NEW-LCSW,License-Specific Module,LCSW/ASW License-Specific Law & Ethics,,5,Unit 5: License-Specific Foundations,License-Specific,Weekly Supervision Calculation,"In one setting and one week, an ASW performs 14 hours of qualifying clinical services. How much qualifying direct supervisor contact is required under the module’s rule?",Two hours in that same week: the baseline hour plus an additional hour because the qualifying clinical-service total exceeds 10 hours.,"Calculate supervision by week and setting, then check whether qualifying clinical hours exceed 10.",CTA-EP-002-LS-Q016,,Unit 5 | LO-6 | Lesson 5.5,supervision averaged across weeks,BPC section 4996.23.1(a)(1)-(2); BBS ASW FAQ supervision-ratio guidance revised January 2026.,Current supervision-ratio rule; mandatory recheck before release.,"August 7, 2026",1.0,2026-08-07,Synchronized,LS
CTA-EP-002-FC-0824,FC-LS-017,,Active,NEW-LCSW,License-Specific Module,LCSW/ASW License-Specific Law & Ethics,,5,Unit 5: License-Specific Foundations,License-Specific,Supervision Does Not Transfer Competence,Does a supervisor’s direction or signature authorize an ASW to perform specialized work beyond the ASW’s competence?,"No. Identify the competence and role problem, decline or limit the unsafe assignment, seek qualified supervision or consultation, arrange referral or coverage, document the response, and escalate if protection remains at risk.","Supervisor direction does not replace competence, role clarity, or client protection.",CTA-EP-002-LS-Q017,,Unit 5 | LO-2 / LO-6 / LO-7 | Lesson 5.4 plus Unit 2 competence control,supervision mistaken for transferred competence,"BPC sections 4992.3(t)-(u), 4996.9, 4996.23.1, and 4996.23.2; NASW competence, supervision, integrity, and client-welfare standards.",Current competence/supervision principles; recheck dependent rules before release.,"August 7, 2026",1.0,2026-08-07,Synchronized,LS
CTA-EP-002-FC-0825,FC-LS-018,,Active,NEW-LCSW,License-Specific Module,LCSW/ASW License-Specific Law & Ethics,,6,Unit 6: License-Specific Foundations,License-Specific,LCSW Record-Retention Clocks,What minimum California LCSW record-retention clocks are taught in the module?,"For adults, retain records for at least seven years after therapy terminates. For minors, retain them for at least seven years from the date the client reaches age 18.",Anchor the calculation to termination for adults and to the client reaching age 18 for minors.,CTA-EP-002-LS-Q018,,Unit 6 | LO-7 | Lesson 6.4,retention clock started at wrong event,"BPC section 4993(a)-(b) (LCSW client-record retention). Source-control correction from the blueprint label BPC 4996.9; the stem, options, key, and rationale are unchanged.",Current statutory minimum; recheck statute before release.,"August 7, 2026",1.0,2026-08-07,Synchronized,LS
CTA-EP-002-FC-0826,FC-LS-019,,Active,NEW-LCSW,License-Specific Module,LCSW/ASW License-Specific Law & Ethics,,6,Unit 6: License-Specific Foundations,License-Specific,Referral Compensation,What question helps determine whether compensation connected to a referral is proper?,"Ask what actual professional service supports the payment. Decline compensation for the referral itself, preserve the client’s informed choice, and use transparent payment only for an actual service.",Ask what service supports the payment. A referral itself is not the professional service.,CTA-EP-002-LS-Q019,,Unit 6 | LO-7 | Lesson 6.3,disclosure treated as cure for referral payment,BPC section 4992.3(p) (referral compensation must relate to professional counseling services actually provided); NASW client-interest and conflict-of-interest standards.,Current fee/referral rule; recheck applicable statute before release.,"August 7, 2026",1.0,2026-08-07,Synchronized,LS
CTA-EP-002-FC-0827,FC-LS-020,,Active,NEW-LCSW,License-Specific Module,LCSW/ASW License-Specific Law & Ethics,,6,Unit 6: License-Specific Foundations,License-Specific,Impairment Plus a Confidentiality Incident,An impaired LCSW sends a client assessment to the wrong recipient and has another appointment soon. What occurs first?,"Contain the disclosure, stop or limit unsafe practice, obtain assistance and coverage, assess required notification or reporting steps, and document the response and continuity plan.","When impairment and a confidentiality incident are both active, contain and protect before routine consultation.",CTA-EP-002-LS-Q020,,Unit 6 | LO-7 | Lesson 6.5,private cause used to delay public protection,"BPC sections 4992.3(c)-(d), 4992.3(n), and 4992.3(w); applicable incident-notification law; NASW impairment, competence, confidentiality, and client-protection standards.",Privacy applicability may vary by setting; recheck before release.,"August 7, 2026",1.0,2026-08-07,Synchronized,LS
CTA-EP-002-FC-0828,FC-LS-021,,Active,NEW-LCSW,License-Specific Module,LCSW/ASW License-Specific Law & Ethics,,7,Unit 7: License-Specific Foundations,License-Specific,California Law and NASW Ethics,How should a candidate distinguish California law from the NASW Code of Ethics?,"Current law and regulation control legal mandates and limits. The NASW Code guides professional reasoning and may set broader ethical expectations, but it does not create authority to disregard law.","Separate the questions: what does law require, and what does ethical practice require within that lawful boundary?",CTA-EP-002-LS-Q021,,Unit 7 | LO-8 | Lesson 7.1,law and ethics collapsed,"NASW Code of Ethics, Purpose and Ethical Standards; applicable California law and regulation remain separately controlling for legal duties.",NASW current 2021 update and current California law; recheck at release.,"August 7, 2026",1.0,2026-08-07,Synchronized,LS
CTA-EP-002-FC-0829,FC-LS-022,,Active,NEW-LCSW,License-Specific Module,LCSW/ASW License-Specific Law & Ethics,,7,Unit 7: License-Specific Foundations,License-Specific,Cultural Humility and Self-Determination,A client declines family involvement even though the LCSW believes it could help. What is the most ethical response?,"Respect the informed decision, explore its meaning and context with cultural humility, and keep the option open without coercion, stereotyping, or substituting professional preference for client choice.",Cultural humility asks; it does not presume. Respect informed choice unless a controlling safety or legal limit applies.,CTA-EP-002-LS-Q022,,Unit 7 | LO-8 | Lesson 7.2 and 7.4,stereotype substituted for client meaning,"NASW Standards 1.01, 1.02, 1.03, and 1.05 on client welfare, self-determination, informed consent, and cultural competence/humility.",Current NASW Code; no date-sensitive California rule in stem.,"August 7, 2026",1.0,2026-08-07,Synchronized,LS
CTA-EP-002-FC-0830,FC-LS-023,,Active,NEW-LCSW,License-Specific Module,LCSW/ASW License-Specific Law & Ethics,,7,Unit 7: License-Specific Foundations,License-Specific,Protect the Client and Repair the System,An agency’s automatic case-closure policy could harm high-risk clients and ignores access barriers. What response integrates ethics and advocacy?,"Assess and protect affected clients, identify controlling duties, document risk and barriers, escalate through appropriate channels, and advocate for a policy that includes access, equity, safety, and continuity review.","In organizational conflicts, protect the client now and repair the system through documented, proportionate escalation.",CTA-EP-002-LS-Q023,,Unit 7 | LO-8 | Lesson 7.5-7.6,compliance or secrecy substituted for ethical escalation,"NASW standards on client welfare, access/nondiscrimination, administration, employer commitments, integrity, advocacy, and continuity; applicable California duties as case facts require.",Organizational ethics framework; recheck any law-specific implementation used in rationale.,"August 7, 2026",1.0,2026-08-07,Synchronized,LS
CTA-EP-002-FC-0831,FC-LS-024,,Active,NEW-LCSW,License-Specific Module,LCSW/ASW License-Specific Law & Ethics,,8,Unit 8: License-Specific Foundations,License-Specific,“Candidate” Is Not a Legal Status,An ASW who passed the examination and completed hours advertises “LCSW Candidate - Independent Social Worker.” What should occur first?,"Stop and correct the misleading independent-LCSW representation. Continue only within lawful ASW status and supervision until the Board issues the license, then complete communication and documentation.","In integrated cases, correct the active unlawful or misleading condition before later paperwork and policy repair.",CTA-EP-002-LS-Q024,,Unit 8 | LO-9 | Lesson 8.1 and Case 8A,“candidate” treated as legal status,"BPC sections 4996(a)-(b), 4992.3(g), 4992.3(q), 4996.23, and 4996.28; 16 CCR section 1811; BBS ASW pathway and advertising guidance.",High-change pathway/advertising interface; recheck before release.,"August 7, 2026",1.0,2026-08-07,Synchronized,LS
CTA-EP-002-FC-0832,FC-LS-025,,Active,NEW-LCSW,License-Specific Module,LCSW/ASW License-Specific Law & Ethics,,8,Unit 8: License-Specific Foundations,License-Specific,Established Legal Threshold: Act,"An ASW determines that a current legal reporting threshold has been met, but the client asks to wait for the regular supervisor. What is the best response?",Complete the required action without avoidable delay; explain it transparently as the situation permits; limit disclosure to what is required; address safety and continuity; consult without delaying; and document.,"When the legal threshold is already met, act without avoidable delay and use ethics to shape the least harmful lawful implementation.",CTA-EP-002-LS-Q025,,Unit 8 | LO-9 | Lesson 8.1 and Case 8D,consultation or alliance used to delay immediate duty,"Applicable California reporting statute once identified by the case (including BPC section 4992.3(x) or (y) when relevant); NASW confidentiality, self-determination, client-welfare, and legal-obligation standards.",The specific reporting law must be identified and rechecked in any released adaptation; this item assumes the threshold is already established.,"August 7, 2026",1.0,2026-08-07,Synchronized,LS
CTA-EP-002-FC-0833,FC-WB1C4-001,,Active,REPLACE-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,4,Required Disclosures,LCSW Replacement,LCSW Minimum Advertising Elements,What minimum information should a California LCSW include in an advertisement?,"Use the first and last name filed with the Board, the license number, and the complete title “Licensed Clinical Social Worker” or the approved abbreviation “LCSW.”",Inventory every required identity element before selecting an answer.,WB1-C4-Q001,CTA-MQB-0052,WB1-C4 §2,FOUNDATION,"California BBS advertising requirements for LCSWs and ASWs; exact title, number, employer, licensed supervision, visibility, and nonmisleading representation","Guidance revised March 2026 and effective April 1, 2026; recheck before release","August 7, 2026",1.0,2026-08-07,Synchronized,WB1C4
CTA-EP-002-FC-0834,FC-WB1C4-002,,Active,REPLACE-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,4,Required Disclosures,LCSW Replacement,ASW Abbreviation and Full Title,May a registered associate use only “ASW” after the person’s name?,No. “ASW” may be used only when the full title “Registered Associate Clinical Social Worker” also appears.,Protected-title questions often turn on one missing status word: “Registered.”,WB1-C4-Q002,CTA-MQB-0053,WB1-C4 §3,TITLE,"California BBS advertising requirements for LCSWs and ASWs; exact title, number, employer, licensed supervision, visibility, and nonmisleading representation","Guidance revised March 2026 and effective April 1, 2026; recheck before release","August 7, 2026",1.0,2026-08-07,Synchronized,WB1C4
CTA-EP-002-FC-0835,FC-WB1C4-003,,Active,REPLACE-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,4,Required Disclosures,LCSW Replacement,Licensed-Supervision Statement,Does listing the ASW’s employer automatically satisfy the supervision disclosure?,No. Employer identity and licensed supervision are separate required elements. The advertisement must clearly state that the ASW is supervised by a licensed person.,Do not merge separate disclosure elements.,WB1-C4-Q003,CTA-MQB-0054,WB1-C4 §3,OMISSION,"California BBS advertising requirements for LCSWs and ASWs; exact title, number, employer, licensed supervision, visibility, and nonmisleading representation","Guidance revised March 2026 and effective April 1, 2026; recheck before release","August 7, 2026",1.0,2026-08-07,Synchronized,WB1C4
CTA-EP-002-FC-0836,FC-WB1C4-004,,Active,REPLACE-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,4,Required Disclosures,LCSW Replacement,LCSW License-Number Visibility,What should an LCSW do when a public profile uses “LCSW” but omits the license number?,Promptly add the license number in a reasonably visible location near the professional identifying information.,Correct the actual omission instead of removing accurate information.,WB1-C4-Q004,CTA-MQB-0055,WB1-C4 §2 and §5,VISIBILITY,"California BBS advertising requirements for LCSWs and ASWs; exact title, number, employer, licensed supervision, visibility, and nonmisleading representation","Guidance revised March 2026 and effective April 1, 2026; recheck before release","August 7, 2026",1.0,2026-08-07,Synchronized,WB1C4
CTA-EP-002-FC-0837,FC-WB1C4-005,,Active,REPLACE-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,4,Required Disclosures,LCSW Replacement,ACSW Is Not ASW,Can “ACSW” replace the California ASW title?,No. “ACSW” is not an approved substitute for the California ASW status and may be confused with another social-work credential.,Reject familiar-looking abbreviations that are not approved for the California status.,WB1-C4-Q005,CTA-MQB-0056,WB1-C4 §3,TITLE,"California BBS advertising requirements for LCSWs and ASWs; exact title, number, employer, licensed supervision, visibility, and nonmisleading representation","Guidance revised March 2026 and effective April 1, 2026; recheck before release","August 7, 2026",1.0,2026-08-07,Synchronized,WB1C4
CTA-EP-002-FC-0838,FC-WB1C4-006,,Active,REPLACE-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,4,Required Disclosures,LCSW Replacement,False Licensed-Status Correction,What is the first response when an ASW profile falsely says “Licensed Clinical Social Worker”?,"Contain and correct the public misrepresentation promptly, notify the responsible employer or platform, verify the complete ASW disclosures, and document the repair.","Active false-licensure claims require immediate correction, not later verbal clarification.",WB1-C4-Q006,CTA-MQB-0057,WB1-C4 §6,REPAIR,"California BBS advertising requirements for LCSWs and ASWs; exact title, number, employer, licensed supervision, visibility, and nonmisleading representation","Guidance revised March 2026 and effective April 1, 2026; recheck before release","August 7, 2026",1.0,2026-08-07,Synchronized,WB1C4
CTA-EP-002-FC-0839,FC-WB1C4-007,,Active,REPLACE-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,4,Required Disclosures,LCSW Replacement,Reasonable Visibility and Placement,"Are required ASW disclosures sufficient when they appear in tiny, buried text?",No. Required information must be reasonably visible and understandable in the overall consumer-facing presentation.,Ask whether a reasonable consumer can actually see and understand the disclosure.,WB1-C4-Q007,CTA-MQB-0058,WB1-C4 §5,VISIBILITY,"California BBS advertising requirements for LCSWs and ASWs; exact title, number, employer, licensed supervision, visibility, and nonmisleading representation","Guidance revised March 2026 and effective April 1, 2026; recheck before release","August 7, 2026",1.0,2026-08-07,Synchronized,WB1C4
CTA-EP-002-FC-0840,FC-WB1C4-008,,Active,REPLACE-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,4,Required Disclosures,LCSW Replacement,Nickname Plus Filed Name,May an ASW use a nickname in professional advertising?,"Yes, as an additional identifier. The advertisement must still include the first and last name filed with the Board and every required status disclosure.","Additional identifiers may supplement, but never replace, the filed identity.",WB1-C4-Q008,CTA-MQB-0059,WB1-C4 §4,IDENTITY,"California BBS advertising requirements for LCSWs and ASWs; exact title, number, employer, licensed supervision, visibility, and nonmisleading representation","Guidance revised March 2026 and effective April 1, 2026; recheck before release","August 7, 2026",1.0,2026-08-07,Synchronized,WB1C4
CTA-EP-002-FC-0841,FC-WB1C4-009,,Active,REPLACE-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,4,Required Disclosures,LCSW Replacement,Platform Limits and Complete Disclosure,What should an ASW do when a directory has too little space for every required disclosure?,"Use an easy, conspicuous route to a page containing the complete information and review the overall profile for misleading implications. A platform limit does not create a blanket exemption.","Technical limits require a compliant design solution, not omission.",WB1-C4-Q009,CTA-MQB-0060,WB1-C4 §5,PLATFORM,"California BBS advertising requirements for LCSWs and ASWs; exact title, number, employer, licensed supervision, visibility, and nonmisleading representation","Guidance revised March 2026 and effective April 1, 2026; recheck before release","August 7, 2026",1.0,2026-08-07,Synchronized,WB1C4
CTA-EP-002-FC-0842,FC-WB1C4-010,,Active,REPLACE-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,4,Required Disclosures,LCSW Replacement,Responsibility for Employer-Created Profiles,Can an ASW ignore an inaccurate agency profile because marketing staff created it?,"No. The ASW should review the profile, request prompt correction, preserve documentation of the request, and verify the corrected public representation.",Delegation does not erase responsibility for a known public misrepresentation.,WB1-C4-Q010,CTA-MQB-0061,WB1-C4 §6,ACCOUNTABILITY,"California BBS advertising requirements for LCSWs and ASWs; exact title, number, employer, licensed supervision, visibility, and nonmisleading representation","Guidance revised March 2026 and effective April 1, 2026; recheck before release","August 7, 2026",1.0,2026-08-07,Synchronized,WB1C4
CTA-EP-002-FC-0843,FC-WB1C4-011,,Active,REPLACE-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,4,Required Disclosures,LCSW Replacement,Registration Number Versus License Number,Is an ASW registration number the same as an LCSW license number?,No. The ASW number identifies registered status and must not be represented as an independent LCSW license number.,Separate registration from licensure in every public-facing statement.,WB1-C4-Q011,CTA-MQB-0062,WB1-C4 §3,STATUS,"California BBS advertising requirements for LCSWs and ASWs; exact title, number, employer, licensed supervision, visibility, and nonmisleading representation","Guidance revised March 2026 and effective April 1, 2026; recheck before release","August 7, 2026",1.0,2026-08-07,Synchronized,WB1C4
CTA-EP-002-FC-0844,FC-WB1C4-012,,Active,REPLACE-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,4,Required Disclosures,LCSW Replacement,Whole-Communication Analysis,How should an ASW email address and signature block be evaluated?,"Assess the complete communication for whether it accurately and clearly conveys registered, supervised status without implying independent licensure.","Evaluate the whole consumer-facing message, not one isolated line.",WB1-C4-Q012,CTA-MQB-0063,WB1-C4 §5,CONTEXT,"California BBS advertising requirements for LCSWs and ASWs; exact title, number, employer, licensed supervision, visibility, and nonmisleading representation","Guidance revised March 2026 and effective April 1, 2026; recheck before release","August 7, 2026",1.0,2026-08-07,Synchronized,WB1C4
CTA-EP-002-FC-0845,FC-WB1C4-013,,Active,REPLACE-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,4,Required Disclosures,LCSW Replacement,Misleading Guarantees,Are required identifiers enough to make a guaranteed treatment-outcome claim acceptable?,"No. A claim such as “Guaranteed trauma recovery in six sessions” may still be false, misleading, deceptive, or unsupported.","After checking identity elements, separately test every promotional claim for truthfulness.",WB1-C4-Q013,CTA-MQB-0064,WB1-C4 §4,CLAIM,"California BBS advertising requirements for LCSWs and ASWs; exact title, number, employer, licensed supervision, visibility, and nonmisleading representation","Guidance revised March 2026 and effective April 1, 2026; recheck before release","August 7, 2026",1.0,2026-08-07,Synchronized,WB1C4
CTA-EP-002-FC-0846,FC-WB1C4-014,,Active,REPLACE-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,4,Required Disclosures,LCSW Replacement,Prompt Repair Without a Complaint,Should an ASW wait for a consumer complaint before correcting an incomplete directory profile?,No. Promptly initiate correction and document the action because an active omission can mislead consumers even when no complaint has been made.,Known active risk supports correction before complaint.,WB1-C4-Q014,CTA-MQB-0065,WB1-C4 §6,REPAIR,"California BBS advertising requirements for LCSWs and ASWs; exact title, number, employer, licensed supervision, visibility, and nonmisleading representation","Guidance revised March 2026 and effective April 1, 2026; recheck before release","August 7, 2026",1.0,2026-08-07,Synchronized,WB1C4
CTA-EP-002-FC-0847,FC-WB1C4-015,,Active,REPLACE-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,4,Required Disclosures,LCSW Replacement,Complete Elements Plus Misleading Language,Can an advertisement be misleading even when all five ASW disclosure elements appear?,Yes. Additional language such as “independent clinical social work specialist” can contradict the supervision disclosure and imply independent licensure.,A technically complete advertisement can still be misleading as a whole.,WB1-C4-Q015,CTA-MQB-0066,WB1-C4 §4-§5,IMPLICATION,"California BBS advertising requirements for LCSWs and ASWs; exact title, number, employer, licensed supervision, visibility, and nonmisleading representation","Guidance revised March 2026 and effective April 1, 2026; recheck before release","August 7, 2026",1.0,2026-08-07,Synchronized,WB1C4
CTA-EP-002-FC-0848,FC-WB1C4-016,,Active,REPLACE-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,4,Required Disclosures,LCSW Replacement,Proportionate First Response,What is the best first response to an incomplete ASW advertisement?,"Correct the active profile, inform the employer or responsible party, verify the required disclosures, document the repair, and preserve escalation if the problem continues.","FIRST and BEST questions often reward containment, correction, documentation, then escalation if needed.",WB1-C4-Q016,CTA-MQB-0067,WB1-C4 §6,SEQUENCE,"California BBS advertising requirements for LCSWs and ASWs; exact title, number, employer, licensed supervision, visibility, and nonmisleading representation","Guidance revised March 2026 and effective April 1, 2026; recheck before release","August 7, 2026",1.0,2026-08-07,Synchronized,WB1C4
CTA-EP-002-FC-0849,FC-WB1C4-017,,Active,REPLACE-LCSW,Workbook 1,"Informed Consent, Minors & Families",1,4,Required Disclosures,LCSW Replacement,Exact Required Elements,Does “supervised clinician” replace the full ASW title and licensed-supervision statement?,No. The profile should include the exact full title “Registered Associate Clinical Social Worker” and a clear statement that supervision is provided by a licensed person.,Approximate wording and later intake explanation do not replace required advertising elements.,WB1-C4-Q017,CTA-MQB-0068,WB1-C4 §3 and §5,OMISSION,"California BBS advertising requirements for LCSWs and ASWs; exact title, number, employer, licensed supervision, visibility, and nonmisleading representation","Guidance revised March 2026 and effective April 1, 2026; recheck before release","August 7, 2026",1.0,2026-08-07,Synchronized,WB1C4
CTA-EP-002-FC-0850,FC-WB3C2-001,,Active,REPLACE-LCSW,Workbook 3,Professional Competence,3,2,Scope of Practice vs. Scope of Competence,LCSW Replacement,Profession-Scope Gate,What question belongs to the profession-scope gate of the S-C-A analysis?,"Ask whether the service is part of clinical social work as California law defines it. Clinician confidence, employer approval, and consultant availability belong to later parts of the analysis.","Start with the profession's legal boundary, not the clinician's feelings or the employer's preference.",WB3-C2-Q001,CTA-MQB-0239,WB3-C2 §1-§2,SCOPE,"Clinical Social Worker Practice Act and current BBS LCSW/ASW guidance on scope, status, setting, employment, supervision, and lawful authority; NASW competence and client-welfare standards","Recheck statutes, BBS Law Changes, ASW FAQ, and supervision guidance before item-bank lock, LMS build, and public release","August 7, 2026",1.0,2026-08-07,Synchronized,WB3C2
CTA-EP-002-FC-0851,FC-WB3C2-002,,Active,REPLACE-LCSW,Workbook 3,Professional Competence,3,2,Scope of Practice vs. Scope of Competence,LCSW Replacement,What Comes After Scope?,A service is within clinical-social-work scope. What must be checked next?,Determine whether the individual clinician is competent and presently authorized to provide the service. Profession scope alone never completes the boundary analysis.,The word NEXT signals that scope is only the first gate.,WB3-C2-Q002,CTA-MQB-0240,WB3-C2 §1,SEQUENCE,"Clinical Social Worker Practice Act and current BBS LCSW/ASW guidance on scope, status, setting, employment, supervision, and lawful authority; NASW competence and client-welfare standards","Recheck statutes, BBS Law Changes, ASW FAQ, and supervision guidance before item-bank lock, LMS build, and public release","August 7, 2026",1.0,2026-08-07,Synchronized,WB3C2
CTA-EP-002-FC-0852,FC-WB3C2-003,,Active,REPLACE-LCSW,Workbook 3,Professional Competence,3,2,Scope of Practice vs. Scope of Competence,LCSW Replacement,Specialized Trauma Method,Does a brief introductory webinar establish competence to use a full specialized trauma protocol with a complex client?,"No. Use interventions already within competence, obtain adequate training and consultation, and arrange specialty care when needed. Informed consent does not substitute for competence.",Do not let the fact that treatment is within profession scope erase the clinician-specific competence analysis.,WB3-C2-Q003,CTA-MQB-0241,WB3-C2 §4 and §8,COMPETENCE,"Clinical Social Worker Practice Act and current BBS LCSW/ASW guidance on scope, status, setting, employment, supervision, and lawful authority; NASW competence and client-welfare standards","Recheck statutes, BBS Law Changes, ASW FAQ, and supervision guidance before item-bank lock, LMS build, and public release","August 7, 2026",1.0,2026-08-07,Synchronized,WB3C2
CTA-EP-002-FC-0853,FC-WB3C2-004,,Active,REPLACE-LCSW,Workbook 3,Professional Competence,3,2,Scope of Practice vs. Scope of Competence,LCSW Replacement,ASW Independent-Contractor Authority,Can weekly consultation make a 1099 psychotherapy arrangement lawful for an ASW?,"No. This is a present-authority problem. Consultation does not replace lawful employment or volunteer status, active registration, an acceptable setting, and qualifying supervision.",Separate legal ASW employment and supervision requirements from optional consultation.,WB3-C2-Q004,CTA-MQB-0242,WB3-C2 §5 and §8,AUTHORITY,"Clinical Social Worker Practice Act and current BBS LCSW/ASW guidance on scope, status, setting, employment, supervision, and lawful authority; NASW competence and client-welfare standards","Recheck statutes, BBS Law Changes, ASW FAQ, and supervision guidance before item-bank lock, LMS build, and public release","August 7, 2026",1.0,2026-08-07,Synchronized,WB3C2
